hotel_name,rank,restaurant_name,restaurant_score,rating,price,price_level,distance_m,cuisines,restaurant_lat,restaurant_lon,url
JW Marriott Essex House New York,5,Loi Estiatorio,0.801,4.7,$$$,3.0,97.6,"greek,mediterranean",40.765385,-73.978002,https://www.yelp.com/biz/loi-estiatorio-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy Brooklyn Williamsburg,1,Motorino Pizza,0.905,3.8,$$,2.0,35.6,"pizza,italian,cocktailbars",40.7104799,-73.96351,https://www.yelp.com/biz/motorino-pizzeria-napoletana-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy Brooklyn Williamsburg,2,Social House Cafe,0.898,4.4,$$,2.0,217.8,"coffee,cafes,italian",40.7102965207822,-73.966014,https://www.yelp.com/biz/social-house-cafe-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy Brooklyn Williamsburg,3,Noods n’ Chill,0.866,4.0,$$,2.0,233.4,thai,40.71194,-73.96121,https://www.yelp.com/biz/noods-n-chill-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy Brooklyn Williamsburg,4,OTB,0.79,4.3,$$,2.0,36.5,"newamerican,breakfast_brunch,cocktailbars",40.71045,-73.96345,https://www.yelp.com/biz/otb-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy Brooklyn Williamsburg,5,Francie,0.78,4.4,$$$$,4.0,95.7,"italian,french,cocktailbars",40.71002578663716,-73.96405744314846,https://www.yelp.com/biz/francie-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Chelsea,1,Hanamizuki Cafe,0.906,4.2,$$,2.0,134.1,"cafes,coffee,japanese",40.74756805565555,-73.99161579999999,https://www.yelp.com/biz/hanamizuki-cafe-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Chelsea,2,L'Amico NYC,0.883,3.7,$$$,3.0,88.7,"italian,bars,pizza",40.747083,-73.990154,https://www.yelp.com/biz/l-amico-nyc-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Chelsea,3,Mala Panda,0.798,4.6,$$,2.0,80.5,"chinese,seafood,hotpot",40.74582305157627,-73.99136341799563,https://www.yelp.com/biz/mala-panda-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Chelsea,4,Loopy's Eatery,0.798,4.9,$$,2.0,158.7,"korean,asianfusion,cheesesteaks",40.747399,-73.992377,https://www.yelp.com/biz/loopys-eatery-new-york-3?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Chelsea,5,Antojito Mexicano,0.79,4.4,$,1.0,60.0,"mexican,foodstands",40.7460380678347,-73.9905191880082,https://www.yelp.com/biz/antojito-mexicano-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC East Village,1,Tim Ho Wan - East Village,0.727,3.5,$$,2.0,60.1,"dimsum,cantonese",40.731338,-73.990145,https://www.yelp.com/biz/tim-ho-wan-east-village-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC East Village,2,Penny,0.638,4.4,,,67.8,"venues,seafood,wine_bars",40.730806,-73.989727,https://www.yelp.com/biz/penny-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC East Village,3,Healthy Greens Gourmet Deli,0.634,4.3,,,57.7,"grocery,delis,juicebars",40.7309286639192,-73.9891720831899,https://www.yelp.com/biz/healthy-greens-gourmet-deli-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC East Village,4,Cafe D’Avignon,0.623,4.0,,,23.1,"coffee,popupshops,sandwiches",40.73160833539077,-73.98950553247762,https://www.yelp.com/biz/cafe-d-avignon-manhattan?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC East Village,5,Cathédrale Restaurant,0.605,3.7,$$$$,4.0,14.2,"french,mediterranean",40.731516,-73.989501,https://www.yelp.com/biz/cath%C3%A9drale-restaurant-new-york-city?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Times Square,1,Dainobu Gourmet Deli,0.819,5.0,,,108.5,"delis,sushi,japanese",40.75184,-73.98839,https://www.yelp.com/biz/dainobu-gourmet-deli-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Times Square,2,Café D'Avignon - The Moxy Times Square,0.8,4.4,$$,2.0,28.0,"bakeries,breakfast_brunch,sandwiches",40.752344,-73.989233,https://www.yelp.com/biz/caf%C3%A9-d-avignon-the-moxy-times-square-new-york-5?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Times Square,3,7th Street Burger Times Square,0.798,4.3,$$,2.0,9.2,"burgers,beverage_stores",40.75243161339776,-73.98932513685675,https://www.yelp.com/biz/7th-street-burger-times-square-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Times Square,4,Zen Ramen & Sushi,0.792,4.5,$$,2.0,80.0,"sushi,ramen,salad",40.75177475474212,-73.98897630211589,https://www.yelp.com/biz/zen-ramen-and-sushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Moxy NYC Times Square,5,Beyond Sushi,0.791,4.5,$$,2.0,80.2,"vegan,sushi,desserts",40.752480219194666,-73.98848260324495,https://www.yelp.com/biz/beyond-sushi-new-york-5?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York LaGuardia Airport Marriott,1,Xun Su Asian Cuisine,0.729,2.3,$$,2.0,308.7,"thai,asianfusion,seafood",40.77102855406766,-73.86518850092789,https://www.yelp.com/biz/xun-su-asian-cuisine-east-elmhurst?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York LaGuardia Airport Marriott,2,Cibo Bistro and Wine Bar,0.726,2.3,$$,2.0,319.8,italian,40.771653,-73.866204,https://www.yelp.com/biz/cibo-bistro-and-wine-bar-flushing?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York LaGuardia Airport Marriott,3,LaGuardia Cafe,0.684,4.3,$$,2.0,472.1,"spanish,breakfast_brunch,dominican",40.76829500488018,-73.87323255472334,https://www.yelp.com/biz/laguardia-cafe-east-elmhurst?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York LaGuardia Airport Marriott,4,Pavilion Grille,0.645,2.9,$$,2.0,208.9,tradamerican,40.767201,-73.867045,https://www.yelp.com/biz/pavilion-grille-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York LaGuardia Airport Marriott,5,Ditmars Bar & Grill,0.626,4.0,,,14.0,"restaurants,bars",40.76895531550328,-73.86755891628167,https://www.yelp.com/biz/ditmars-bar-and-grill-queens?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Downtown,1,Eataly NYC Downtown,0.843,3.7,$$,2.0,242.6,"grocery,italian,cafes",40.710206,-74.011823,https://www.yelp.com/biz/eataly-nyc-downtown-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Downtown,2,La Pizza & La Pasta at Eataly NYC Downtown,0.829,3.5,$$,2.0,242.6,"pizza,pastashops,italian",40.710206,-74.011823,https://www.yelp.com/biz/la-pizza-and-la-pasta-at-eataly-nyc-downtown-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Downtown,3,Osteria della Pace,0.801,3.1,$$$,3.0,242.6,italian,40.7096522,-74.0112896,https://www.yelp.com/biz/osteria-della-pace-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Downtown,4,Regular NYC,0.788,4.8,$$,2.0,170.4,"breakfast_brunch,coffee,bagels",40.70801,-74.013984,https://www.yelp.com/biz/regular-nyc-new-york-5?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Downtown,5,Schilling Restaurant & Bar,0.766,4.2,$$,2.0,97.1,"austrian,bars,newamerican",40.70876746027962,-74.01401660338927,https://www.yelp.com/biz/schilling-restaurant-and-bar-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Marquis,1,Patzeria Perfect Pizza,0.899,4.0,$,1.0,106.7,"pizza,italian,pastashops",40.75949451155184,-73.98673451962638,https://www.yelp.com/biz/patzeria-perfect-pizza-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Marquis,2,Carmine's - Time Square,0.892,4.0,$$$,3.0,131.5,"italian,venues,seafood",40.75747,-73.9866,https://www.yelp.com/biz/carmines-time-square-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Marquis,3,Bond 45,0.89,3.7,$$$,3.0,64.1,"italian,pizza,newamerican",40.7591637016814,-73.9859788257256,https://www.yelp.com/biz/bond-45-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Marquis,4,RA Sushi,0.867,3.7,$$,2.0,147.4,"japanese,sushi",40.757596,-73.987384,https://www.yelp.com/biz/ra-sushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott Marquis,5,Sardi's,0.853,3.5,$$$,3.0,148.5,"tradamerican,italian,steak",40.75789,-73.98755,https://www.yelp.com/biz/sardis-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott at the Brooklyn Bridge,1,Teriyaki One,0.908,4.3,$$,2.0,151.9,japanese,40.69207434113311,-73.9875789731741,https://www.yelp.com/biz/teriyaki-one-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott at the Brooklyn Bridge,2,Dave's Hot Chicken,0.791,4.4,$$,2.0,56.5,"halal,chickenshop",40.69289117139648,-73.98847946443622,https://www.yelp.com/biz/daves-hot-chicken-brooklyn-3?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott at the Brooklyn Bridge,3,Downtown Natural Market,0.752,4.4,$$,2.0,200.9,"juicebars,vitaminssupplements,vegetarian",40.691711085615225,-73.98721775505574,https://www.yelp.com/biz/downtown-natural-market-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott at the Brooklyn Bridge,4,Xi'an Famous Foods,0.748,4.3,$$,2.0,190.2,"chinese,noodles,burgers",40.69212,-73.9867,https://www.yelp.com/biz/xian-famous-foods-brooklyn-10?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
New York Marriott at the Brooklyn Bridge,5,Shake Shack Downtown Brooklyn,0.727,3.8,$$,2.0,138.0,"burgers,icecream,hotdogs",40.69213,-73.98847,https://www.yelp.com/biz/shake-shack-downtown-brooklyn-brooklyn?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Renaissance New York Midtown Hotel,1,Sushi 35 West,0.811,4.5,,,14.8,"japanese,sushi",40.75185576273942,-73.99103170429917,https://www.yelp.com/biz/sushi-35-west-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Renaissance New York Midtown Hotel,2,Alessa Cucina & Bar,0.799,4.6,,,79.7,"italian,cocktailbars,venues",40.752414070599656,-73.99133599999999,https://www.yelp.com/biz/alessa-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Renaissance New York Midtown Hotel,3,Stick To My Pot Potsticker,0.798,4.4,$,1.0,34.8,chinese,40.75202,-73.99121,https://www.yelp.com/biz/stick-to-my-pot-potsticker-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Renaissance New York Midtown Hotel,4,Best Bagel & Coffee,0.797,4.5,$$,2.0,60.3,"bagels,coffee,breakfast_brunch",40.7522683,-73.9910861,https://www.yelp.com/biz/best-bagel-and-coffee-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Renaissance New York Midtown Hotel,5,Gosuke,0.779,4.3,,,73.2,"japanese,sushi",40.7523,-73.99127,https://www.yelp.com/biz/gosuke-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Central Park,1,SUGARFISH | Midtown West,0.919,4.3,$$$,3.0,111.4,"japanese,sushi",40.764961,-73.981612,https://www.yelp.com/biz/sugarfish-midtown-west-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Central Park,2,Yakitori Totto,0.898,4.0,$$,2.0,110.5,japanese,40.765375,-73.983114,https://www.yelp.com/biz/yakitori-totto-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Central Park,3,Nocello,0.896,4.0,$$$,3.0,117.3,"italian,venues,wine_bars",40.76535857831784,-73.98338622822433,https://www.yelp.com/biz/nocello-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Central Park,4,Patsy's Italian Restaurant,0.894,4.0,$$$,3.0,125.4,"italian,southern,wine_bars",40.76553,-73.98274,https://www.yelp.com/biz/patsys-italian-restaurant-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Central Park,5,Donburiya,0.892,3.9,$$,2.0,108.8,"japanese,seafood,desserts",40.76528,-73.98326,https://www.yelp.com/biz/donburiya-new-york-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Times Square,1,Pisillo Italian Panini,0.963,4.8,$$,2.0,78.8,"delis,italian,sandwiches",40.752521,-73.9866864,https://www.yelp.com/biz/pisillo-italian-panini-new-york-6?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Times Square,2,Napoli Pizza,0.912,3.9,$,1.0,37.5,"pizza,pastashops,italian",40.75274377588595,-73.9854148,https://www.yelp.com/biz/napoli-pizza-new-york-5?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Times Square,3,Kajiken,0.787,4.5,$$,2.0,96.3,"ramen,noodles",40.752060143128205,-73.98636590329981,https://www.yelp.com/biz/kajiken-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Times Square,4,Class On 38th,0.785,4.5,,,102.3,"bars,japanese,seafood",40.75216148352418,-73.98501159999999,https://www.yelp.com/biz/class-on-38th-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York Manhattan/Times Square,5,Peppercorn Station,0.783,4.3,$$,2.0,61.4,szechuan,40.75266,-73.985145,https://www.yelp.com/biz/peppercorn-station-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York The Bronx at Metro Center Atrium,1,Kai Sushi Asian Fusion,0.798,3.9,$$,2.0,509.6,"asianfusion,chinese,japanese",40.84362,-73.84565,https://www.yelp.com/biz/kai-sushi-asian-fusion-bronx?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York The Bronx at Metro Center Atrium,2,Tana Thai,0.775,3.2,$$,2.0,384.8,thai,40.8514292,-73.84381380091752,https://www.yelp.com/biz/tana-thai-bronx?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York The Bronx at Metro Center Atrium,3,Chicken Vs Lamb,0.767,4.3,$,1.0,116.3,"mideastern,halal,foodstands",40.8489762040892,-73.845446217529,https://www.yelp.com/biz/chicken-vs-lamb-bronx-3?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York The Bronx at Metro Center Atrium,4,Patricia's of Morris Park,0.76,3.9,$$$,3.0,725.0,"pizza,italian,bars",40.84914003884008,-73.8533007,https://www.yelp.com/biz/patricias-of-morris-park-bronx?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Residence Inn New York The Bronx at Metro Center Atrium,5,Bagels and Cream,0.736,3.8,$,1.0,101.9,"bagels,breakfast_brunch,coffee",40.84719,-73.84437,https://www.yelp.com/biz/bagels-and-cream-bronx?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Brooklyn New York Hotel,1,Raising Cane's Chicken Fingers,0.688,3.3,$$,2.0,149.9,"hotdogs,chickenshop",40.69157189450252,-73.98710301031764,https://www.yelp.com/biz/raising-canes-chicken-fingers-brooklyn-6?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Tribeca New York Hotel,1,Tataki Japanese Restaurant,0.872,3.5,$$,2.0,80.1,japanese,40.72067,-74.00486,https://www.yelp.com/biz/tataki-japanese-restaurant-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Tribeca New York Hotel,2,Il Mulino Prime - Soho,0.85,3.5,$$$,3.0,159.7,"steak,italian",40.72219,-74.00376,https://www.yelp.com/biz/il-mulino-prime-soho-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Tribeca New York Hotel,3,Panang Panang Thai Curry,0.826,5.0,,,83.2,"fooddeliveryservices,thai",40.72022426060824,-74.00463335005966,https://www.yelp.com/biz/panang-panang-thai-curry-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Tribeca New York Hotel,4,Lucia Alimentari,0.794,4.6,,,95.9,"grocery,sandwiches,italian",40.72148028406957,-74.0043592982251,https://www.yelp.com/biz/lucia-alimentari-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Sheraton Tribeca New York Hotel,5,Pepolino Restaurant,0.776,4.3,$$$,3.0,85.6,tuscan,40.720756,-74.004885,https://www.yelp.com/biz/pepolino-restaurant-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,1,Togyushi,0.84,5.0,,,32.9,"japanese,steak,cocktailbars",40.751355,-73.984991,https://www.yelp.com/biz/togyushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,2,Kiai,0.817,5.0,,,114.5,japanese,40.752082,-73.984027,https://www.yelp.com/biz/kiai-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,3,Umami Bistro,0.817,5.0,,,114.5,"japanese,catering,personalchefs",40.75218,-73.98394,https://www.yelp.com/biz/umami-bistro-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,4,Watami Japanese,0.806,4.6,,,53.8,"sushi,japanese",40.7510009,-73.9852485,https://www.yelp.com/biz/watami-japanese-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Midtown Manhattan/Fifth Avenue,5,Tonchin,0.778,4.4,$$,2.0,104.9,"ramen,cocktailbars,chicken_wings",40.7502727,-73.9844951,https://www.yelp.com/biz/tonchin-new-york-6?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Queens,1,Jhal NYC,0.746,5.0,$,1.0,407.8,"streetvendors,bangladeshi",40.75036,-73.94478,https://www.yelp.com/biz/jhal-nyc-queens-village?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Queens,2,Brockenzo Neapolitan Pizza,0.739,4.9,$$,2.0,407.8,"foodtrucks,pizza",40.7503547668457,-73.9447784423828,https://www.yelp.com/biz/brockenzo-neapolitan-pizza-long-island-4?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Queens,3,Thai Bird,0.723,5.0,,,519.0,"thai,chicken_wings",40.7395853,-73.9469816,https://www.yelp.com/biz/thai-bird-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Queens,4,Omakase OSUKAA LIC,0.715,4.7,,,454.4,"japanese,sushi",40.7423837,-73.93608569999999,https://www.yelp.com/biz/omakase-osukaa-long-island-city-4?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
SpringHill Suites New York Queens,5,Mando Halal Food,0.683,4.7,$,1.0,621.8,"halal,foodstands",40.7446615,-73.9357911,https://www.yelp.com/biz/mando-halal-food-long-island-city?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
