hotel_name,yelp_business_id,restaurant_name,rating,price,categories,restaurant_lat,restaurant_lon,distance_m,url
Courtyard New York Manhattan/Midtown East,G9kWfSnkxSQKruH2oBK89w,AKO Japanese Restaurant,3.3,,['ramen'],40.7572912,-73.970394,43.55920219478881,https://www.yelp.com/biz/ako-japanese-restaurant-manhattan-2?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,lFsctNqFgsqfmQagsxHtyg,Fields Good Chicken,3.5,,"['salad', 'chickenshop', 'newamerican']",40.7575504,-73.9706234,59.85206189166842,https://www.yelp.com/biz/fields-good-chicken-new-york-7?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,qTJMdXux2cgpeA0CK8KETg,Sola Pasta Kart 1,2.8,,"['italian', 'pastashops', 'foodtrucks']",40.7572450055105,-73.9682699922659,60.25422297285546,https://www.yelp.com/biz/sola-pasta-kart-1-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,lV9TCH9AwdBpFKm0OMAXSA,Potbelly Sandwich Shop,3.4,$,"['sandwiches', 'hotdogs', 'salad']",40.7572917,-73.970623,61.59726706845287,https://www.yelp.com/biz/potbelly-sandwich-shop-new-york-8?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,WhpYUl9BgMkiCpHYAsU9UA,Subway,3.8,$,"['hotdogs', 'sandwiches']",40.7572283,-73.9692247,64.06709270879314,https://www.yelp.com/biz/subway-new-york-402?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,iGmQlzlI4g2ky8cogfDpnQ,SUGARFISH | Midtown East,4.2,,"['sushi', 'japanese']",40.7579096,-73.9702782,67.87895046180726,https://www.yelp.com/biz/sugarfish-midtown-east-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,1hY3ldzl_kxyMP_l5EcFlQ,Atto Sushi,4.7,,"['japanese', 'sushi']",40.75720669829733,-73.96918747638298,67.90122491987393,https://www.yelp.com/biz/atto-sushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,aK2ipD9K8-usBw_gkvvJuw,Nare Sushi,3.8,$$$,"['sushi', 'japanese', 'cocktailbars']",40.75719922066617,-73.96918797126257,68.20538302236965,https://www.yelp.com/biz/nare-sushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,UlLBIi6BB-DhpZ0K46KvBA,Chopt Creative Salad Co.,3.2,,"['salad', 'vegetarian']",40.7572,-73.969178,68.61500153590325,https://www.yelp.com/biz/chopt-creative-salad-co-new-york-50?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
Courtyard New York Manhattan/Midtown East,ZZ0Tx5ijCXtpuVTW7dQFhQ,875 Sushi,0.0,$,['sushi'],40.75722,-73.96919,68.61500153590325,https://www.yelp.com/biz/875-sushi-new-york?adjust_creative=7L58B9086saOW4zCCye5mg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=7L58B9086saOW4zCCye5mg
